sgf,sample_source,side,player,fox_rank,actual_rank_text,actual_rank_value,actual_group,model_rank_value,model_group,metric_rank_reassigned,metric_reassignment_method,metric_adjusted_rank_value,metric_adjusted_group,metric_nearest_rank_value,metric_nearest_group,metric_cluster_id,metric_cluster_k,metric_cluster_collection_class,metric_cluster_rank_median,metric_cluster_group,metric_cluster_distance,metric_cluster_second_distance,metric_cluster_margin,metric_cluster_radius_p90,metric_cluster_distance_ratio,metric_cluster_reassigned,twelve_d_style_rule_hit,twelve_d_style_rule_reassigned,metric_original_rank_distance,metric_nearest_rank_distance,metric_reassignment_margin,metric_reassignment_reason,strength,estimated_rank_value,estimated_group,numeric_error,samples,max_visits,quality_score,first_choice_rate,top3_rate,top5_rate,outside_top5_rate,average_ai_rank,excellent_rate,great_rate,good_move_rate,inaccuracy_rate,match_rate,mistake_rate,average_difficulty,weighted_point_loss,average_score_loss,average_score_equivalent_loss,median_score_loss,p75_score_equivalent_loss,p90_score_equivalent_loss,p95_score_equivalent_loss,max_score_equivalent_loss,loss_stddev,average_winrate_loss,bad_move_rate,blunder_rate,opening_samples,middlegame_samples,endgame_samples,opening_weighted_loss,middlegame_weighted_loss,endgame_weighted_loss,opening_good_move_rate,middlegame_good_move_rate,endgame_good_move_rate,robust_metric_distance,statistical_outlier,nearest_metric_group,actual_metric_distance,nearest_metric_distance,rank_mismatch_candidate,residual_core_four_outlier,residual_core_four_metric,residual_core_four_direction,residual_core_four_robust_z,residual_core_four_abs_robust_z,residual_core_four_value,residual_core_four_class_median
2026-05-30_165913_ふじsan_vs_suzuki1324_1780131553010001994.sgf,fox_dan,W,suzuki1324,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,6,mid_dan,5,12,6d-fox,6.0,mid_dan,3.601,4.122,0.521,6.078,0.592,False,False,False,1.345,0.722,0.623,,5-6d,5.5,mid_dan,4.5,56,48,75.744,0.5536,0.8214,0.875,0.125,2.714,0.6071,0.1071,0.8214,0.0536,0.7063,0.125,34.7,2.866,1.304,1.304,0.0,0.78,5.407,9.244,10.832,2.827,0.959,0.1786,0.0536,30,26,0,1.433,3.482,2.866,0.9333,0.6923,0.8214,1.73,False,high_dan,1.23,0.814,False,False,,,,,,
2026-05-30_175451_a531663778_vs_常迎军_1780134891030012353.sgf,fox_dan,B,a531663778,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.689,1.99,0.3,5.608,0.301,False,False,False,0.426,0.403,0.023,,1-2d,1.5,low_dan,-2.5,70,48,65.899,0.4,0.6571,0.6714,0.3286,4.2,0.4286,0.0429,0.6429,0.2286,0.5564,0.1286,40.0,2.354,1.461,1.461,0.774,2.423,4.29,4.782,10.255,1.941,4.862,0.3571,0.0143,30,40,0,1.912,2.603,2.354,0.7333,0.575,0.6429,0.455,False,mid_dan,0.407,0.407,False,False,,,,,,
2026-05-30_175451_a531663778_vs_常迎军_1780134891030012353.sgf,fox_dan,W,常迎军,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,2.152,2.248,0.096,7.966,0.27,False,False,False,0.607,0.469,0.138,,1-2d,1.5,low_dan,-2.5,69,48,65.231,0.3333,0.5507,0.5942,0.4058,4.884,0.4203,0.058,0.5942,0.2464,0.5014,0.1594,45.6,3.804,2.247,2.247,0.644,2.241,6.394,10.246,25.824,4.169,5.766,0.4058,0.0725,30,39,0,1.952,4.638,3.804,0.6667,0.5385,0.5942,0.657,False,low_dan,0.734,0.456,False,False,,,,,,
2026-05-30_183421_学棋21_vs_鉴河_1780137261030011217.sgf,fox_dan,B,学棋21,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,2,low_dan,0,12,1d-fox,1.0,low_dan,2.684,2.713,0.029,7.439,0.361,False,False,False,0.597,0.586,0.011,,3-5k,-4.0,kyu_level,-5.0,65,48,44.434,0.2769,0.4923,0.5692,0.4308,5.246,0.4,0.0615,0.5385,0.2769,0.4485,0.1846,26.5,4.819,2.354,2.354,0.686,2.361,6.504,10.858,19.651,4.047,4.377,0.4615,0.0769,30,35,0,4.508,4.996,4.819,0.7,0.4,0.5385,0.634,False,low_dan,0.598,0.598,False,False,,,,,,
2026-05-30_183421_学棋21_vs_鉴河_1780137261030011217.sgf,fox_dan,W,鉴河,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,1,12,2d-fox,2.0,low_dan,1.307,1.38,0.072,7.966,0.164,False,False,False,0.361,0.278,0.083,,1-2k,-1.5,kyu_level,-2.5,65,48,52.056,0.2923,0.4615,0.6,0.4,5.2,0.4308,0.0615,0.5692,0.2615,0.4708,0.1692,31.0,3.847,2.004,2.004,0.707,2.843,6.071,7.876,13.285,2.961,3.927,0.4308,0.0462,30,35,0,2.186,4.329,3.847,0.8333,0.3429,0.5692,0.389,False,low_dan,0.266,0.266,False,False,,,,,,
2026-05-30_184147_学棋21_vs_zldK级选手_1780137707030011505.sgf,fox_dan,B,学棋21,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,2.228,2.234,0.006,7.433,0.3,False,False,False,0.662,0.494,0.169,,1-2k,-1.5,kyu_level,-2.5,90,48,56.925,0.2778,0.4889,0.5889,0.4111,5.178,0.3333,0.0889,0.5667,0.3222,0.4689,0.1111,34.0,2.907,1.708,1.708,0.961,2.674,4.144,5.645,13.251,2.203,8.599,0.4333,0.0111,30,50,10,0.932,3.177,3.176,0.8667,0.42,0.4,0.597,False,mid_dan,0.614,0.563,False,False,,,,,,
2026-05-30_184147_学棋21_vs_zldK级选手_1780137707030011505.sgf,fox_dan,W,zldK级选手,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,3,12,4d-fox,4.0,mid_dan,2.769,2.785,0.016,7.196,0.385,False,False,False,0.756,0.604,0.151,,1-2k,-1.5,kyu_level,-2.5,90,48,57.143,0.2889,0.4889,0.5333,0.4667,5.456,0.3667,0.0444,0.5778,0.3222,0.48,0.1,32.6,2.582,1.524,1.524,1.003,2.448,3.99,5.53,7.773,1.818,7.811,0.4222,0.0,30,50,10,1.378,2.79,3.02,0.7667,0.48,0.5,0.595,False,mid_dan,0.722,0.65,False,False,,,,,,
2026-05-30_195719_老狼工_vs_学棋21_1780142239030001011.sgf,fox_dan,B,老狼工,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,6.353,6.49,0.137,7.439,0.854,False,False,False,1.632,1.632,0.0,,3-5k,-4.0,kyu_level,-5.0,90,48,44.056,0.3111,0.4889,0.5556,0.4444,5.433,0.3556,0.0333,0.4,0.2111,0.3811,0.3889,56.8,4.905,3.518,3.518,2.615,5.509,10.133,11.545,13.264,3.859,16.162,0.6,0.1111,30,50,10,5.837,4.164,6.813,0.5,0.34,0.4,1.343,False,low_dan,1.731,1.731,False,False,,,,,,
2026-05-30_195719_老狼工_vs_学棋21_1780142239030001011.sgf,fox_dan,W,学棋21,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,4.651,4.837,0.186,7.439,0.625,False,False,False,1.218,1.218,0.0,,3-5k,-4.0,kyu_level,-5.0,90,48,44.543,0.2222,0.3556,0.4333,0.5667,6.433,0.2889,0.0222,0.3778,0.3111,0.3389,0.3111,51.1,4.371,3.219,3.219,2.284,5.0,8.414,10.258,16.926,3.67,15.611,0.6222,0.0556,30,50,10,5.714,4.335,2.044,0.4667,0.28,0.6,1.296,False,low_dan,1.332,1.332,False,False,,,,,,
2026-05-30_215447_乌金宝珠_vs_南柯一梦ko_1780149287030031168.sgf,fox_dan,B,乌金宝珠,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,7,high_dan,5,12,6d-fox,6.0,mid_dan,1.678,1.86,0.182,6.078,0.276,False,False,False,0.712,0.272,0.44,,1-2d,1.5,low_dan,-1.5,89,48,61.853,0.3933,0.6067,0.6742,0.3258,4.427,0.4944,0.1011,0.6629,0.2135,0.5629,0.1236,25.4,2.57,1.241,1.241,0.201,1.835,4.053,4.805,8.981,1.894,2.725,0.3371,0.0,30,50,9,1.175,2.855,2.479,0.8333,0.54,0.7778,0.937,False,high_dan,0.954,0.379,False,False,,,,,,
2026-05-30_215447_乌金宝珠_vs_南柯一梦ko_1780149287030031168.sgf,fox_dan,W,南柯一梦ko,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.047,2.286,0.239,5.608,0.365,False,False,False,0.572,0.414,0.159,,1-2d,1.5,low_dan,-1.5,88,48,61.828,0.3636,0.4886,0.6023,0.3977,5.057,0.4773,0.0455,0.625,0.2841,0.5358,0.0909,30.4,2.474,1.324,1.324,0.502,1.799,3.785,4.511,13.464,2.092,3.728,0.375,0.0114,30,50,8,1.762,2.858,0.8,0.8,0.48,0.875,0.755,False,mid_dan,0.773,0.427,False,False,,,,,,
2026-05-30_225203_1235789631_vs_淡亦20_1780152723030032586.sgf,fox_dan,B,1235789631,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,1.739,1.966,0.227,7.433,0.234,False,False,False,0.474,0.383,0.091,,3-4d,3.5,low_dan,2.5,90,48,71.12,0.3556,0.5,0.5889,0.4111,4.967,0.4111,0.0778,0.6,0.2444,0.5144,0.1556,53.0,2.812,1.926,1.926,0.634,3.022,4.874,8.691,15.318,2.977,1.391,0.4,0.0444,30,50,10,3.319,2.266,3.95,0.6333,0.62,0.4,0.588,False,low_dan,0.409,0.409,False,False,,,,,,
2026-05-30_225203_1235789631_vs_淡亦20_1780152723030032586.sgf,fox_dan,W,淡亦20,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,6,mid_dan,5,12,6d-fox,6.0,mid_dan,3.189,3.234,0.045,6.078,0.525,False,False,False,1.242,0.633,0.609,,5-6d,5.5,mid_dan,4.5,90,48,78.172,0.4778,0.6444,0.7444,0.2556,3.744,0.5556,0.0222,0.6667,0.3,0.6117,0.0333,52.1,1.685,1.201,1.201,0.0,1.658,2.952,3.297,29.87,3.297,1.42,0.3333,0.0111,30,50,10,1.071,2.117,0.898,0.6667,0.64,0.8,1.283,False,high_dan,1.142,0.666,False,False,,,,,,
2026-05-30_230518_淡亦20_vs_1235789631_1780153518030032917.sgf,fox_dan,B,淡亦20,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,1.995,2.063,0.068,7.439,0.268,False,False,False,0.428,0.428,0.0,,1-2k,-1.5,kyu_level,-2.5,90,48,55.127,0.3444,0.5222,0.6667,0.3333,4.6,0.3667,0.0556,0.5111,0.2444,0.4606,0.2444,47.8,4.259,2.787,2.787,1.152,3.915,7.717,10.679,17.807,3.911,3.434,0.4889,0.0556,30,50,10,3.145,4.456,5.844,0.6,0.46,0.5,0.568,False,low_dan,0.492,0.492,False,False,,,,,,
2026-05-30_230518_淡亦20_vs_1235789631_1780153518030032917.sgf,fox_dan,W,1235789631,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,7.134,7.275,0.14,7.439,0.959,False,False,False,1.906,1.906,0.0,,3-5k,-4.0,kyu_level,-5.0,90,48,45.956,0.1333,0.2556,0.3333,0.6667,7.233,0.2,0.0667,0.3444,0.2667,0.2761,0.3889,66.6,5.28,4.234,4.234,3.094,6.036,11.36,13.797,23.337,4.795,4.265,0.6556,0.1111,30,50,10,3.502,5.747,5.626,0.6,0.2,0.3,1.683,False,low_dan,2.018,2.018,False,False,,,,,,
2026-05-31_004650_玩顽玩顽玩_vs_深影_1780159610030063867.sgf,fox_dan,B,玩顽玩顽玩,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.377,2.221,0.844,2.791,0.493,False,False,False,0.969,0.3,0.669,,5-6d,5.5,mid_dan,2.5,90,48,78.626,0.4222,0.6889,0.7556,0.2444,3.522,0.5111,0.0778,0.7,0.2556,0.6006,0.0444,40.9,1.571,0.925,0.925,0.072,1.33,2.889,3.394,8.491,1.422,1.167,0.3,0.0,30,50,10,0.953,1.859,0.859,0.9333,0.54,0.8,1.318,False,high_dan,1.212,0.259,False,False,,,,,,
2026-05-31_004650_玩顽玩顽玩_vs_深影_1780159610030063867.sgf,fox_dan,W,深影,7段,7段,7,high_dan,7,high_dan,False,,7,high_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.327,2.071,0.744,2.791,0.475,False,False,False,0.329,0.301,0.028,,5-6d,5.5,mid_dan,-1.5,90,48,80.532,0.4444,0.7,0.8333,0.1667,3.2,0.5222,0.0778,0.7111,0.2444,0.6156,0.0444,44.5,1.544,0.963,0.963,0.174,1.579,2.849,3.834,9.342,1.522,1.191,0.2889,0.0,30,50,10,0.768,1.949,0.821,0.9,0.6,0.7,1.811,False,high_dan,0.26,0.26,False,False,,,,,,
2026-05-31_064341_欧拉25_vs_zzmtsjs_1780181021030012295.sgf,fox_dan,B,欧拉25,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,2.223,2.363,0.14,7.433,0.299,False,False,False,0.506,0.441,0.065,,3-5k,-4.0,kyu_level,-5.0,90,48,48.669,0.3333,0.5333,0.5889,0.4111,5.144,0.4222,0.0333,0.5444,0.2556,0.475,0.2,31.2,3.754,2.152,2.152,0.765,3.093,7.967,8.952,13.46,3.061,6.78,0.4556,0.0222,30,50,10,1.355,3.678,6.272,0.7333,0.48,0.3,0.484,False,low_dan,0.469,0.469,False,False,,,,,,
2026-05-31_064341_欧拉25_vs_zzmtsjs_1780181021030012295.sgf,fox_dan,W,zzmtsjs,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,2,12,3d-fox,3.0,low_dan,2.34,2.342,0.002,7.433,0.315,False,False,False,0.493,0.493,0.0,,1-2k,-1.5,kyu_level,-2.5,90,48,59.408,0.2444,0.4444,0.5,0.5,5.644,0.3111,0.0667,0.5111,0.3111,0.4222,0.1778,47.4,2.988,2.161,2.161,1.137,3.348,5.179,8.251,14.745,2.724,5.981,0.4889,0.0111,30,50,10,2.09,3.045,4.063,0.7,0.44,0.3,0.434,False,low_dan,0.521,0.521,False,False,,,,,,
2026-05-31_071311_刘桓宇A_vs_zzmtsjs_1780182791030063378.sgf,fox_dan,B,刘桓宇A,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,1.843,1.936,0.093,7.439,0.248,False,False,False,0.395,0.395,0.0,,1-2k,-1.5,kyu_level,-2.5,90,48,51.115,0.2889,0.5,0.5444,0.4556,5.422,0.3889,0.0889,0.5111,0.2222,0.4333,0.2667,43.9,4.116,2.727,2.727,0.923,4.409,7.019,9.716,22.063,3.754,6.063,0.4889,0.0556,30,50,10,3.5,4.254,4.715,0.5667,0.5,0.4,0.545,False,low_dan,0.454,0.454,False,False,,,,,,
2026-05-31_071311_刘桓宇A_vs_zzmtsjs_1780182791030063378.sgf,fox_dan,W,zzmtsjs,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,2.482,2.585,0.103,7.439,0.334,False,False,False,0.54,0.54,0.0,,1-2k,-1.5,kyu_level,-2.5,90,48,53.137,0.3,0.5111,0.5778,0.4222,5.211,0.3333,0.0889,0.5222,0.2111,0.4433,0.2667,45.8,3.528,2.478,2.478,1.069,4.755,7.218,7.954,15.03,3.217,5.965,0.4778,0.0333,30,50,10,4.505,3.085,3.604,0.5333,0.54,0.4,0.71,False,low_dan,0.592,0.592,False,False,,,,,,
2026-05-31_130148_东荆河之香_vs_zzmtsjs_1780203708030052189.sgf,fox_dan,B,东荆河之香,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.84,1.867,0.027,5.608,0.328,False,False,False,0.756,0.335,0.42,,1-2d,1.5,low_dan,0.5,63,48,64.854,0.3968,0.5556,0.619,0.381,4.778,0.4921,0.0317,0.6825,0.2381,0.5778,0.0794,25.6,3.338,1.544,1.544,0.308,1.829,3.787,5.88,19.235,3.101,3.93,0.3175,0.0317,30,33,0,2.041,4.081,3.338,0.7333,0.6364,0.6825,0.785,False,mid_dan,0.648,0.333,False,False,,,,,,
2026-05-31_130148_东荆河之香_vs_zzmtsjs_1780203708030052189.sgf,fox_dan,W,zzmtsjs,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.716,3.834,0.118,7.439,0.499,False,False,False,0.707,0.707,0.0,,6-10k,-8.0,kyu_level,-9.0,62,48,37.407,0.0968,0.2742,0.3065,0.6935,7.565,0.1452,0.129,0.4839,0.2742,0.3371,0.2419,31.8,4.351,2.781,2.781,1.364,3.62,6.644,8.561,19.51,3.667,4.874,0.5161,0.0484,30,32,0,1.434,5.612,4.351,0.7,0.2812,0.4839,1.209,False,low_dan,0.793,0.793,False,False,,,,,,
2026-05-31_130804_V531501680_vs_zzmtsjs_1780204084030062094.sgf,fox_dan,B,V531501680,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,2.249,2.508,0.259,7.433,0.303,False,False,False,0.557,0.471,0.086,,1-2k,-1.5,kyu_level,-2.5,82,48,58.584,0.3049,0.5366,0.5854,0.4146,5.11,0.378,0.0854,0.5976,0.2439,0.4902,0.1585,36.9,3.141,1.929,1.929,0.733,2.685,5.003,7.602,18.535,3.09,4.701,0.4024,0.0244,30,50,2,3.35,2.963,4.599,0.6667,0.58,0.0,0.541,False,low_dan,0.521,0.521,False,False,,,,,,
2026-05-31_130804_V531501680_vs_zzmtsjs_1780204084030062094.sgf,fox_dan,W,zzmtsjs,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.598,3.76,0.163,7.439,0.484,False,False,False,0.724,0.724,0.0,,3-5k,-4.0,kyu_level,-5.0,81,48,43.512,0.1358,0.2593,0.3333,0.6667,7.309,0.2099,0.1111,0.4568,0.3333,0.3457,0.2099,37.2,4.018,2.703,2.703,1.421,3.482,6.414,9.187,19.478,3.644,5.251,0.5432,0.037,30,50,1,3.341,4.245,3.758,0.6,0.38,0.0,1.12,False,low_dan,0.82,0.82,False,False,,,,,,
2026-05-31_131635_zzmtsjs_vs_本地部署_1780204595030043869.sgf,fox_dan,B,zzmtsjs,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,2,low_dan,0,12,1d-fox,1.0,low_dan,7.045,7.06,0.015,7.439,0.947,False,False,False,1.574,1.569,0.005,,1-2k,-1.5,kyu_level,-2.5,89,48,52.589,0.382,0.4607,0.5281,0.4719,5.461,0.4382,0.0225,0.5843,0.1798,0.5112,0.236,37.6,6.258,3.485,3.485,0.709,3.797,9.586,15.693,26.002,5.832,2.818,0.4157,0.1011,30,50,9,3.136,4.649,18.114,0.8,0.5,0.3333,1.335,False,low_dan,1.596,1.596,False,False,,,,,,
2026-05-31_131635_zzmtsjs_vs_本地部署_1780204595030043869.sgf,fox_dan,W,本地部署,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,7.034,7.1,0.066,7.439,0.946,False,False,False,1.721,1.721,0.0,,3-5k,-4.0,kyu_level,-5.0,88,48,42.114,0.2273,0.3864,0.4545,0.5455,6.148,0.2841,0.1023,0.4659,0.2273,0.3812,0.3068,43.2,6.34,4.025,4.025,1.362,5.748,11.884,16.892,25.403,5.994,3.396,0.5341,0.1477,30,50,8,3.347,5.772,13.088,0.6667,0.4,0.125,1.386,False,low_dan,1.782,1.782,False,False,,,,,,
2026-05-31_133818_V533035747_vs_zzmtsjs_1780205898030052382.sgf,fox_dan,B,V533035747,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,1.292,1.587,0.295,7.433,0.174,False,False,False,0.436,0.266,0.17,,1-2k,-1.5,kyu_level,-2.5,90,48,58.884,0.3778,0.5222,0.6,0.4,4.989,0.4333,0.0556,0.6,0.1778,0.5178,0.2222,41.3,3.437,2.157,2.157,0.62,3.274,6.273,8.9,15.255,3.165,5.164,0.4,0.0333,30,50,10,2.689,3.669,3.804,0.8,0.5,0.5,0.402,False,low_dan,0.343,0.343,False,False,,,,,,
2026-05-31_133818_V533035747_vs_zzmtsjs_1780205898030052382.sgf,fox_dan,W,zzmtsjs,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,2.051,2.193,0.142,7.439,0.276,False,False,False,0.437,0.437,0.0,,1-2k,-1.5,kyu_level,-2.5,90,48,59.458,0.2667,0.4778,0.5444,0.4556,5.522,0.2778,0.0889,0.5111,0.2667,0.4278,0.2222,50.4,3.19,2.266,2.266,1.17,3.413,5.572,8.061,11.521,2.654,6.458,0.4889,0.0222,30,50,10,3.136,2.939,4.181,0.6,0.48,0.4,0.511,False,low_dan,0.49,0.49,False,False,,,,,,
2026-05-31_151412_去复来_vs_V532893348_1780211652030022212.sgf,fox_dan,B,去复来,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,3.422,3.454,0.032,7.966,0.43,False,False,False,0.747,0.73,0.017,,1-2k,-1.5,kyu_level,-2.5,90,48,55.532,0.3333,0.5333,0.6111,0.3889,5.0,0.4222,0.0667,0.5333,0.1556,0.4589,0.3111,50.7,4.806,3.187,3.187,0.754,5.097,9.223,13.671,20.636,4.493,5.49,0.4667,0.0778,30,50,10,3.387,4.735,6.969,0.7333,0.44,0.4,0.753,False,low_dan,0.766,0.766,False,False,,,,,,
2026-05-31_151412_去复来_vs_V532893348_1780211652030022212.sgf,fox_dan,W,V532893348,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,5.034,5.093,0.06,7.439,0.677,False,False,False,1.122,1.122,0.0,,3-5k,-4.0,kyu_level,-5.0,90,48,46.089,0.2778,0.4333,0.5,0.5,5.844,0.3333,0.0333,0.4222,0.2778,0.385,0.3,49.6,5.07,3.43,3.43,1.699,5.102,8.462,13.57,21.474,4.387,5.952,0.5778,0.1,30,50,10,1.438,5.173,8.849,0.8,0.28,0.0,0.99,False,low_dan,1.194,1.194,False,False,,,,,,
2026-05-31_152817_V532893348_vs_去复来_1780212497030022859.sgf,fox_dan,B,V532893348,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,2.931,3.016,0.085,7.966,0.368,False,False,False,0.705,0.666,0.039,,1-2k,-1.5,kyu_level,-2.5,90,48,57.552,0.3556,0.4444,0.5778,0.4222,5.156,0.4444,0.0778,0.5667,0.1556,0.4872,0.2778,47.0,4.367,2.807,2.807,0.449,4.483,7.634,13.425,22.055,4.389,6.97,0.4333,0.0778,30,50,10,3.392,4.74,4.001,0.6667,0.5,0.6,0.612,False,low_dan,0.685,0.685,False,False,,,,,,
2026-05-31_152817_V532893348_vs_去复来_1780212497030022859.sgf,fox_dan,W,去复来,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,4.219,4.284,0.065,7.439,0.567,False,False,False,0.886,0.886,0.0,,3-5k,-4.0,kyu_level,-5.0,90,48,47.403,0.2444,0.4889,0.6111,0.3889,5.111,0.3444,0.0889,0.5111,0.2556,0.4167,0.2333,39.3,4.913,3.169,3.169,1.122,3.467,8.526,11.64,34.602,5.33,7.119,0.4889,0.0889,30,50,10,3.12,4.364,9.29,0.6,0.52,0.2,0.803,False,low_dan,0.941,0.941,False,False,,,,,,
2026-05-31_154618_V533170256_vs_南柯一梦ko_1780213578030060031.sgf,fox_dan,B,V533170256,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,5.887,5.968,0.081,7.966,0.739,False,False,False,1.485,1.276,0.209,,1-2d,1.5,low_dan,-1.5,90,48,63.79,0.3111,0.5111,0.6,0.4,5.056,0.3889,0.0667,0.5333,0.2,0.4533,0.2667,61.9,5.219,3.759,3.759,1.007,4.124,12.006,16.72,45.215,6.837,7.427,0.4667,0.1222,30,50,10,1.732,6.663,2.752,0.8333,0.38,0.4,1.089,False,low_dan,1.311,1.311,False,False,,,,,,
2026-05-31_154618_V533170256_vs_南柯一梦ko_1780213578030060031.sgf,fox_dan,W,南柯一梦ko,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,4.253,4.447,0.194,7.966,0.534,False,False,False,0.985,0.954,0.031,,1-2d,1.5,low_dan,-1.5,90,48,67.519,0.4111,0.6333,0.7333,0.2667,3.933,0.4778,0.0778,0.6,0.1556,0.5306,0.2444,53.3,5.134,3.198,3.198,0.268,3.834,8.876,11.78,41.098,6.337,7.103,0.4,0.0667,30,50,10,1.151,6.525,2.878,0.9,0.46,0.4,1.08,False,low_dan,0.963,0.963,False,False,,,,,,
2026-05-31_155212_润雨2023_vs_zz2z2_1780213932030056092.sgf,fox_dan,B,润雨2023,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.167,1.756,0.59,2.791,0.418,False,False,False,0.493,0.237,0.257,,3-4d,3.5,low_dan,-2.5,90,48,74.713,0.4778,0.6778,0.7889,0.2111,3.344,0.5667,0.0889,0.7333,0.2,0.6383,0.0667,37.0,1.735,0.919,0.919,0.0,1.292,3.302,4.209,7.165,1.523,2.035,0.2667,0.0,30,50,10,1.651,1.732,1.856,0.9,0.66,0.6,0.925,False,high_dan,0.681,0.202,False,False,,,,,,
2026-05-31_155212_润雨2023_vs_zz2z2_1780213932030056092.sgf,fox_dan,W,zz2z2,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.883,2.185,0.302,2.791,0.675,False,False,False,0.465,0.332,0.132,,7d,7.0,high_dan,1.0,90,48,83.557,0.5,0.7111,0.8,0.2,3.244,0.5667,0.0889,0.7556,0.2,0.6606,0.0444,42.1,1.627,0.946,0.946,0.01,1.164,2.265,3.631,19.774,2.334,1.757,0.2444,0.0111,30,50,10,0.78,1.618,2.449,0.9,0.72,0.5,1.062,False,high_dan,0.679,0.322,False,False,,,,,,
2026-05-31_160832_我是SY_vs_文学01_1780214912030011306.sgf,fox_dan,B,我是SY,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,4,mid_dan,2,12,3d-fox,3.0,low_dan,3.122,3.188,0.066,7.433,0.42,False,False,False,0.722,0.691,0.031,,3-4d,3.5,low_dan,0.5,90,48,68.898,0.4667,0.6111,0.6778,0.3222,4.233,0.5778,0.0333,0.6444,0.1667,0.5811,0.1889,43.9,3.69,2.097,2.097,0.023,2.391,8.503,10.332,15.782,3.662,5.651,0.3556,0.0556,30,50,10,3.047,4.071,2.76,0.8333,0.58,0.4,0.906,False,mid_dan,0.807,0.692,False,False,,,,,,
